CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,POPULATION,CNTY_CITY_LOC,BEAT_TYPE,CHP_BEAT_TYPE,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION
90207622,2016,20160622,9535,20160615,1520,013989,9535,3,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,GREENWOOD AVE,800,W,N
90207627,2016,20160622,9535,20160617,1525,014473,9535,5,5,1948,1,3,SR-60 (POMONA FREEWAY) W/B,ATLANTIC BLVD U/C,125,E,N
90208006,2016,20160623,9840,20160603,0850,014916,9840,5,9,3300,2,4,VAN BUREN BLVD,GAMBLE AVE,20,W,N
90208014,2016,20160623,9840,20160602,0858,014916,9840,4,9,3300,3,5,SYCAMORE CANYON BLVD.,COLLEGE BLVD.,528,N,N
90208019,2016,20160623,9840,20160603,1450,014916,9840,5,9,3300,1,1,I-215 N/B,VAN BUREN BLVD,2112,N,N
90208199,2016,20160623,9535,20160620,1830,014473,9535,1,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,EASTERN AVE,300,W,N
90208243,2016,20160623,9590,20160619,0254,021084,9590,7,7,1942,1,1,I-110 NB (HARBOR FREEWAY),37TH STREET,500,S,N
90208399,2016,20160623,9535,20160620,1518,014473,9535,1,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,GARFIELD AVE,100,W,N
90208608,2016,20160623,9535,20160617,1800,013989,9535,5,9,1900,1,1,I-605 S/B TO SR-60,SR-60,800,N,N
90208682,2016,20160624,9266,20160617,1810,018751,9266,5,9,3900,1,1,I-205 E/B,EL RANCHO,3168,W,N
90209063,2016,20160624,9855,20160617,2143,021048,9855,5,6,3616,1,1,SR-210 E/B (FOOTHILL FWY),I-15 S/B (ONTARIO FWY),5,W,N
90209122,2016,20160624,9535,20160613,1445,014473,9535,1,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,GEHART AVE U/C,150,W,N
90209368,2016,20160627,9540,20160619,1520,020429,`,7,9,1900,2,4,BOUQUET CANYON RD,TEXAS CYN RD.,23760,N,N
90209715,2016,20160627,9345,20160513,2126,021093,9345,5,6,0106,1,1,I-880 N/B,WHIPPLE RD,1400,N,N
90209884,2016,20160627,9770,20160613,1225,021296,9770,1,9,5600,3,5,TAPO CANYON ROAD,LOST CANYONS DRIVE,2112,N,N
90210250,2016,20160627,9840,20160526,1652,017765,river,4,7,3313,1,1,I-215 N/B,CENTRAL AVE,1200,S,N
90210397,2016,20160627,9220,20160626,0800,012546,9220,7,9,3100,3,5,NICOLAUS RD,MAVERICK LN,37,E,N
90211237,2016,20160628,9535,20160615,1630,014473,9535,3,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,FINDLAY AVE U/C,200,E,N
90211246,2016,20160628,9535,20160616,1910,014473,9535,4,1,1932,1,1,I-605 (SAN GABRIEL RIVER FREEWAY) N/B,VALLEY BLVD U/C,750,N,N
90211454,2016,20160628,9855,20160624,2235,021048,9855,5,6,3616,1,1,SR-210 W/B (FOOTHILL FWY),I-15 S/B (ONTARIO FWY),310,W,N
90211974,2016,20160629,9535,20160621,1510,013989,9535,2,9,1900,1,1,I-605 N/B (SAN GABRIEL RIVER FWY.),SAN JOSE BRIDGE,300,N,N
90212082,2016,20160629,9670,20160624,1050,015927,670,5,5,3003,1,3,SR-91 E/B,KNOTT AVE,528,W,N
90212251,2016,20160629,9535,20160620,1800,014473,9535,1,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,MEDNIK AVE,120,E,N
90212480,2016,20160629,9320,20160624,1752,016970,9320,5,5,0708,1,3,SR-4 W/B,WILLOW PASS ROAD (BAY POINT),325,E,N
90212510,2016,20160629,9535,20160617,1915,013989,9535,5,9,1900,1,3,SR-164 (ROSEMEAD BLVD.) N/B,GALLATIN RD.,250,N,N
90212642,2016,20160630,9250,20160616,2315,017738,9250,4,9,3400,3,5,ROSEVILLE RD,LONGVIEW DR,350,W,N
90213065,2016,20160630,9535,20160624,1840,013989,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) W/B,RIO HONDO RIVER,500,W,N
90214606,2016,20160701,9245,20160603,1742,018624,9245,5,9,0900,1,2,US-50 E/B,CAMBRIDGE RD,1060,W,N
90214654,2016,20160701,9135,20160621,0510,012142,9135,2,9,4500,3,5,BIG BEND RD,RT 299,26928,N,N
90214695,2016,20160701,9360,20160621,0755,013440,9360,2,9,4900,2,4,DRY CREEK RD,CANYON RD,5280,E,N
90214811,2016,20160701,9670,20160618,1225,015927,670,6,6,3009,1,3,SR-22 E/B FROM N/B I-405/GARDEN GROVE,GARDEN GROVE BLVD.,357,E,N
90214821,2016,20160701,9360,20160629,1035,013440,9360,3,9,4900,3,5,MIRABEL RD,RIVER RD,500,S,N
90214841,2016,20160701,9670,20160617,1350,015927,670,5,5,3003,1,3,SR-91 W/B,KNOTT AVE,50,E,N
90215270,2016,20160704,9530,20160701,1020,018278,002,5,9,1900,3,5,STAFF CT. (15000 BLOCK),COMPTON BLVD.,215,N,N
90215651,2016,20160705,9360,20160614,1635,011932,9360,2,6,4905,1,2,US-101 S/B,COLLEGE AVE,1584,N,N
90215806,2016,20160705,9360,20160703,2030,019092,9360,7,4,4904,1,2,US-101 S/B TO ROHNERT PARK EXPRESSWAY,ROHNERT PARK EXPY,515,N,N
90216066,2016,20160705,9456,20160629,0810,014985,CHP,3,9,2000,1,3,SR-41,ROAD 425B,3168,N,N
90216150,2016,20160705,9535,20160624,1720,013989,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,SR-164 (ROSEMEAD BLVD.),500,W,N
90216241,2016,20160705,9855,20160625,2205,021048,9855,6,6,3616,1,1,SR-210 E/B (FOOTHILL FWY),HAVEN AVE.,1585,E,N
90216407,2016,20160705,9535,20160620,1750,013989,9535,1,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,PARAMOUNT BLVD.,300,W,N
90216508,2016,20160706,9645,20160121,1942,020066,San D,4,7,3711,1,1,I-8 E/B,I-15,800,W,N
90217268,2016,20160707,9265,20160627,2300,015408,9201,1,6,3905,1,1,I-5,DOWNING AVE,38,S,N
90217500,2016,20160707,9550,20160616,0800,014862,`,4,5,1919,1,3,SR-91 E/B TO I-605 N/B,I-605,10,W,N
90217699,2016,20160707,9535,20160624,1645,013989,9535,5,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,PARAMOUNT BLVD,100,W,N
90217711,2016,20160707,9266,20160702,0305,018751,9266,6,2,3920,1,1,I-205 E/B,I-5 N/B,2640,E,N
90217714,2016,20160707,9266,20160703,0330,018751,9266,7,9,3900,1,3,SR-4 W/B,TRACY BLVD,5280,W,N
90217833,2016,20160707,9220,20160628,1240,012546,9220,2,5,3105,1,3,S/B STATE ROUTE 65,PLEASANT GROVE BLVD,622,N,N
90218042,2016,20160707,9535,20160629,1520,013989,9535,3,5,1948,1,3,SR-60 (POMONA FREEWAY) E/B,ATLANTIC BLVD.,400,W,N
90218224,2016,20160707,9670,20160623,1510,015927,670,4,6,3009,1,3,SR-22 E/B,PEARCE STREET PEDESTRIAN OVER CROSSING,2640,W,N
90218231,2016,20160707,9670,20160625,0710,015927,670,6,7,3001,1,1,I-5 S/B TO BROOKHURST STREET,BROOKHURST ST,54,N,N
90218510,2016,20160707,9135,20160703,1310,012142,9135,7,9,1800,3,5,SUSANVILLE RD(COUNTY RD A-2),RT 299,25872,S,N
90218808,2016,20160708,9245,20160619,0500,018624,9245,7,9,0900,1,2,W/B US-50,EL DORADO RD,300,W,N
90218939,2016,20160708,9670,20160701,1210,015927,670,5,6,3009,1,3,SR-22 E/B,HARBOR BLVD.,528,W,N
90219467,2016,20160711,9860,20160629,1825,019419,`,3,9,3600,1,1,I-15 N/B,CLEGHORN RD,5280,S,N
90219476,2016,20160711,9125,20160626,0100,021313,125,7,9,1200,3,5,HERRICK AVE,LEPPEK CT,46,W,N
90220163,2016,20160711,9135,20160706,0900,012142,9135,3,9,1800,1,3,STATE ROUTE 139,HAYDEN HILL RD,25344,S,N
90220197,2016,20160711,9125,20160622,0030,018064,Humb,3,9,1200,1,2,US-101 N/B (REDWOOD HIGHWAY),BIG LAGOON,1584,S,N
90220231,2016,20160711,9535,20160623,1500,014473,9535,4,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,FINDLAY AVE,225,E,N
90220394,2016,20160711,9855,20160707,1515,021048,9855,4,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),MILLIKEN AVE.,2324,W,N
90221285,2016,20160712,9245,20160623,2120,018624,9245,4,9,0900,1,2,US-50 WESTBOUND,CAMERON PARK DR,200,W,N
90221543,2016,20160713,9590,20160707,0310,018529,9590,4,7,1942,1,1,I-10 W/B,GRAND AVE.,215,W,N
90221714,2016,20160713,9266,20160710,2215,018751,9266,7,9,3900,1,1,I-205 E/B,COUNTY LINE,2112,E,N
90221820,2016,20160713,9590,20160712,1845,018529,9590,2,7,1942,1,1,I-10 W/B,HOOVER ST.,400,E,N
90222114,2016,20160713,9360,20160705,0815,013440,9360,2,9,4900,1,3,SR-116,MARTINELLI RD,1056,E,N
90222189,2016,20160713,9220,20160708,0510,012546,9220,5,4,3104,1,3,STATE ROUTE 65 NORTHBOUND,SUNSET BLVD,800,S,N
90222566,2016,20160714,9590,20160707,0038,018529,9590,4,7,1942,1,1,I-10 E/B,HOOVER ST.,900,W,N
90223035,2016,20160714,9855,20160709,1435,021048,9855,6,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),MILLIKEN AVE.,2797,W,N
90223079,2016,20160714,9565,20160706,2055,021303,9565,3,5,1928,1,1,I-405 N/B (SAN DIEGO FWY),ROSECRANES,500,N,N
90223121,2016,20160714,9565,20160707,1600,021303,9565,4,9,1900,3,5,506 WASHINGTON AVE,VIA MARINA,300,E,N
90223150,2016,20160714,9565,20160708,0100,021303,9565,5,7,1942,1,1,I-405 N/B (SAN DIEGO FWY),NATIONAL BLVD,250,S,N
90223267,2016,20160714,9535,20160710,0945,018221,9535,7,9,1900,2,4,3RD ST. (3800 BLOCK),SR-60 W/B FROM 3RD ST.,65,E,N
90223398,2016,20160715,9840,20160712,0840,014916,9840,2,9,3300,2,4,VAN BUREN BLVD,I215,2640,W,N
90223493,2016,20160720,9855,20160707,1651,021048,9855,4,6,3604,1,1,I-10 E/B (SAN BERNARDINO FWY),CHERRY AVE.,3415,W,N
90223716,2016,20160715,9855,20160708,1730,021048,9855,5,6,3607,1,1,I-10 W/B (SAN BERNARDINO FWY),HAVEN AVE.,1252,E,N
90224543,2016,20160718,9855,20160709,1645,021048,9855,6,9,3600,3,5,LIME AVENUE,ARROW RTE.,104,S,N
90224887,2016,20160718,9565,20160705,1830,021303,9565,2,9,1900,3,5,134TH PL,LA CIENEGA BLVD,100,E,N
90224936,2016,20160718,9855,20160710,1940,021048,9855,7,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),ARCHIBALD AVE.,1965,W,N
90224982,2016,20160718,9266,20160714,2208,018751,9266,4,9,3900,2,4,GRANT LINE ROAD,BYRON ROAD,2765,W,N
90225144,2016,20160719,9345,20160627,0005,021093,9345,1,4,0108,1,3,SR-84 N/B,THORNTON AVE,150,N,N
90225286,2016,20160719,9765,20160715,1315,013206,9765,5,9,5600,1,3,SR-126,TOLAND ROAD,900,E,N
90225696,2016,20160719,9840,20160623,1245,014916,9840,4,9,3300,2,4,MOCKINGBIRD CANYON RD.,VAN BUREN BLVD,5280,S,N
90225835,2016,20160719,9456,20160713,1230,014985,CHP,3,9,2000,2,4,ROAD 200,CIRCLE J RANCH ROAD,200,E,N
90226008,2016,20160719,9660,20160711,0020,021060,9660,1,3,3303,1,1,SR-78 E/B,INTERSTATE 10,10560,S,N
90226154,2016,20160720,9535,20160701,1810,013989,9535,5,9,1900,1,1,I-605 N/B (SAN GABRIEL RIVER FWY),SAN JOSE CREEK BRIDGE,1200,N,N
90226164,2016,20160720,9535,20160630,1610,013989,9535,4,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,SAN GABRIEL BLVD.,1500,W,N
90226276,2016,20160720,9340,20160715,1123,018680,`,5,4,4307,1,3,SR-85 S/B,WINCHESTER BLVD,1500,N,N
90226368,2016,20160720,9770,20160710,1300,021296,9770,7,9,5600,2,4,POTRERO ROAD,WHITE STALLION ROAD (EAST),1100,E,N
90226615,2016,20160720,9125,20160625,1915,021313,125,6,9,1200,3,5,FICKLE HILL RD,BOYNTON PRAIRIE RD,287,E,N
90226618,2016,20160720,9360,20160616,2149,018520,9360,4,9,4900,2,4,BENNETT VALLEY RD,SONOMA MOUNTAIN RD,1282,E,N
90226987,2016,20160720,9540,20160713,1740,013207,9540,3,9,1900,1,S,I-5 S/B (GOLDEN STATE FREEWAY),VALENCIA BLVD,200,S,N
90227092,2016,20160721,9590,20160713,1920,018529,9590,3,7,1942,1,2,US-101 S/B FROM SILVER LAKE BLVD.,SILVER LAKE BLVD.,600,S,N
90227093,2016,20160721,9590,20160714,2145,018529,9590,4,7,1942,1,1,I-5 N/B FROM LOS FELIZ BLVD.,LOS FELIZ BLVD.,1000,N,N
90227103,2016,20160721,9565,20160708,2345,021303,9565,5,7,1942,1,1,I-405 S/B (SAN DIEGO FWY),SEPULVIDA BLVD,810,N,N
90227239,2016,20160721,9670,20160715,0650,015927,670,5,7,3001,1,1,I-5 S/B,SANTA ANA ST,528,N,N
90227272,2016,20160721,9670,20160719,0815,015927,670,2,6,3009,1,3,SR-22 W/B,SPRINGDALE ST,300,E,N
90227285,2016,20160721,9670,20160719,0930,015927,670,2,6,3009,1,3,SR-22 E/B,HARBOR BLVD.,1056,E,N
90227289,2016,20160721,9840,20160720,1305,014916,9840,3,4,3312,1,1,I215 N/B,SR-74,50,N,N
90227317,2016,20160721,9840,20160715,1430,014916,9840,5,9,3300,1,1,I215 N/B,RAMONA EXPRESSWAY,1584,S,N
90227318,2016,20160721,9670,20160720,1138,015927,670,3,6,3009,1,3,SR-22 E/B,PEARCE ST,300,W,N
90227323,2016,20160721,9840,20160714,0757,014916,9840,4,9,3300,3,5,LA SIERRA AVE,EL SOBRANTE RD,3316,S,N
90227324,2016,20160721,9590,20160718,1820,018529,9590,1,7,1942,1,1,I-10 W/B,NORMANDIE AVE.,200,E,N
90227335,2016,20160721,9590,20160721,0040,018529,9590,4,7,1942,1,1,I-10 E/B,FIGUEROA ST,200,W,N
90227355,2016,20160721,9535,20160715,1150,018221,9535,5,9,1900,1,1,I-10 (SAN BERNARDINO FREEWAY) E/B,HERBERT AVE.,525,W,N
90228379,2016,20160722,9360,20160720,0825,011932,9360,3,2,4902,1,2,US-101 S/B,W. SIERRA AVE,80,S,N
90228398,2016,20160722,9535,20160706,1530,013989,9535,3,5,1948,1,3,SR-60 (POMONA FREEWAY) W/B,ATLANTIC BLVD,1500,E,N
90228604,2016,20160722,9360,20160712,0850,011932,9360,2,9,4900,1,2,US-101 N/B,PETALUMA BLVD N.,4752,N,N
90228637,2016,20160722,9360,20160718,1310,011932,9360,1,4,4904,1,2,US-101 S/B TO ROHNERT PARK EXPRESSWAY,ROHNERT PARK EXPY,411,N,N
90228670,2016,20160722,9535,20160701,1645,013989,9535,5,9,1900,1,1,I-605 N/B (SAN GABRIEL RIVER FWY.),GOLF COURSE PUC,1000,S,N
90228713,2016,20160804,9840,20160715,1710,014916,9840,5,7,3313,1,1,I215 S/B,EUCALYPTUS AVE.,1584,N,N
90229160,2016,20160725,9365,20160719,0610,016970,9365,2,6,4807,1,3,SR-37 W/B,SR-29,175,W,N
90229663,2016,20160725,9855,20160716,0345,021048,9855,6,6,3607,1,3,SR-60 E/B (POMONA FWY),MILLIKEN AVE.,642,W,N
90229922,2016,20160725,9245,20160712,0050,015421,9245,2,9,0900,1,2,US-50 WESTBOUND,EL DORADO ROAD,1056,E,N
90229966,2016,20160725,9535,20160721,2500,018221,9535,4,9,1900,3,5,HERB ST. (11400 BLOCK),BRYCE RD.,74,W,N
90229975,2016,20160725,9565,20160704,2355,021303,9565,1,9,1900,3,5,127TH ST. (1600 BLOCK),HARVARD BLVD,150,E,N
90230133,2016,20160726,9765,20160722,1300,013206,9765,5,9,5600,3,5,GRAND AVE,MUIR STREET,5,S,N
90230310,2016,20160726,9456,20160723,1000,014985,CHP,6,9,2000,1,3,SR-41,SAFARI WORLD DR,528,N,N
90231159,2016,20160727,9840,20160721,1120,014916,9840,4,9,3300,2,4,CAJALCO RD.,DAY ST.,1685,E,N
90231207,2016,20160727,9840,20160721,1445,014916,9840,4,7,3313,1,1,I215 N/B,ALESSANDRO BLVD,100,N,N
90232038,2016,20160728,9590,20160525,1820,018529,9590,3,7,1942,1,3,SR-2 W/B TO I-5 S/B,I-5,500,E,N
90232115,2016,20160728,9840,20160721,1209,017765,020,4,7,3313,1,3,SR-91 W/B,VAN BUREN BLVD,2550,W,N
90232353,2016,20160728,9530,20160723,1325,020923,9530,6,4,1939,1,1,I-405 N/B (SAN DIEGO FREEWAY),MARINE AVE.,600,S,N
90232464,2016,20160728,9580,20160717,1055,021187,`,7,7,1942,1,2,US-101 N/B (VENTURA FREEWAY),TAMPA AVE,600,N,N
90232500,2016,20160728,9670,20160720,0740,015927,670,3,6,3009,1,3,SR-22 E/B,HARBOR BLVD,2640,W,N
90232651,2016,20160728,9350,20160718,2005,021266,9350,1,4,2106,1,2,US-101 N/B,DE LONG AVE,1076,S,N
90233198,2016,20160729,9840,20160727,1125,014916,9840,3,9,3300,3,5,JUNIPER FLATS RD.,OAK VALLEY RD,1056,N,N
90233229,2016,20160729,9840,20160625,0828,017765,011,6,4,3344,1,1,I-15 N/B,CANTU GALLEANO RANCH RD,425,S,N
90233286,2016,20160729,9266,20160724,0615,018751,9266,7,9,3900,1,1,I-205 E/B,EL RANCHO,306,E,N
90233385,2016,20160729,9360,20160721,1709,011932,9360,4,6,4905,1,2,US-101 S/B,STEELE LN,2112,N,N
90234172,2016,20160801,9840,20160726,1705,014916,9840,2,9,3300,2,4,VAN BUREN BLVD,WASHINGTON ST.,1056,W,N
90234411,2016,20160801,9855,20160722,1245,021048,9855,5,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),MILLIKEN AVE.,1141,W,N
90235649,2016,20160802,9345,20160717,2136,021093,9345,7,6,0105,1,1,I-880 S/B,THORNTON AVE,2640,N,N
90235673,2016,20160802,9245,20160702,0232,018624,9245,6,9,0900,3,5,PLEASANT VALLEY RD,COMBO CT,900,W,N
90235674,2016,20160802,9245,20160629,2223,018624,9245,3,2,0901,1,2,E/B US-50,41 MILE STONE TRACT,200,E,N
90236179,2016,20160803,9535,20160720,1420,013989,9535,3,9,1900,1,3,SR-60 E/B TO I-710,MARIANNA AVE POC,100,W,N
90236180,2016,20160803,9535,20160720,1724,013989,9535,3,9,1900,1,3,I-605 S/B (SAN GABRIEL RIVER FWY),SR-60,1000,N,N
90237468,2016,20160804,9365,20160728,0845,016970,9365,4,9,4800,1,1,I-80 W/B,MIDWAY ROAD,5280,E,N
90237649,2016,20160804,9840,20160729,1715,014916,9840,5,9,3300,2,4,VAN BUREN BLVD,AVE A,528,W,N
90237901,2016,20160804,9855,20160722,1610,021048,9855,5,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),MILLIKEN AVE.,1382,E,N
90237913,2016,20160804,9125,20160713,1415,021313,125,3,9,1200,1,3,SR-299,REDWOOD CREEK BRIDGE,429,W,N
90238238,2016,20160805,9840,20160803,1654,014916,9840,3,9,3300,2,4,LA SIERRA AVE.,EL SOBRANTE RD.,3168,S,N
90238553,2016,20160805,9220,20160724,0055,012546,9220,7,9,3100,2,4,TAYLOR RD,GOULART RANCH RD,2112,S,N
90238754,2016,20160805,9135,20160801,0230,012978,9135,1,9,4500,3,5,OLD 44 DR,DESCHUTES RD,2640,W,N
90238951,2016,20160815,9456,20160723,1615,014985,CHP,6,9,2000,1,3,SR-41,VICTORIA LN,528,S,N
90238955,2016,20160808,9456,20160723,1450,014985,CHP,6,9,2000,1,3,ROAD 415,GOLD CREEK RD,219,E,N
90239284,2016,20160829,9345,20160716,2224,021093,9345,6,6,0105,1,1,I-880 N/B,STEVENSON BLVD,2600,S,N
90239320,2016,20160808,9770,20160725,2210,021296,9770,1,6,5609,1,3,SR-118 E/B (RONALD REAGAN FREEWAY),ROCKY PEAK ROAD,1584,W,N
90239431,2016,20160808,9480,20160728,1450,020871,`,4,9,5400,1,3,SR-99 N/B,AVENUE 200 O/C,1000,S,N
90239455,2016,20160808,9855,20160729,1600,021048,9855,5,6,3607,1,1,I-10 W/B (SAN BERNARDINO FWY),I-15 N/B (ONTARIO FWY),2636,E,N
90239814,2016,20160808,9365,20160729,0620,016970,9365,5,6,4807,1,1,I-80 W/B,TENNESSEE ST,100,E,N
90240076,2016,20160808,9855,20160729,1400,021048,9855,5,6,3604,1,1,I-10 E/B (SAN BERNARDINO FWY),CYPRESS AVE.,286,W,N
90240119,2016,20160808,9535,20160726,1510,014473,9535,2,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,ROWAN AVE,200,W,N
90240149,2016,20160808,9465,20160729,1416,018292,032,5,9,5000,1,3,STATE ROUTE 132,SANTA FE AVENUE,12,E,N
90240627,2016,20160809,9765,20160729,0555,013206,9765,5,9,5600,3,5,WHEELER CANYON ROAD,FOOTHILL ROAD,1584,N,N
90240952,2016,20160809,9135,20160801,1250,012978,9135,1,9,4500,3,5,TRINITY MOUNTAIN RD,SR-299,5280,N,N
90240965,2016,20160809,9135,20160802,1244,012978,9135,2,9,4500,1,3,SR-299,BUZZARD ROOST RD,3696,W,N
90241058,2016,20160809,9360,20160729,2240,018520,9360,5,9,4900,2,4,ADOBE RD,BANNON LN,323,S,N
90241241,2016,20160809,9435,20160805,0755,012846,Fresn,5,7,1005,1,3,SR-41 N/B,MCKINLEY AVE,550,S,N
90241334,2016,20160809,9675,20160803,0951,016923,`,3,6,3015,1,1,I-5 N/B (SANTA ANA FWY),CHAPMAN AVE,700,S,N
90241475,2016,20160810,9840,20160805,1435,014916,9840,5,9,3300,1,1,I215 N/B,CACTUS AVE,1584,N,N
90241687,2016,20160810,9855,20160804,1535,021048,9855,4,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),MILLIKEN AVE.,1391,W,N
90241814,2016,20160810,9360,20160731,2155,018520,9360,7,9,4900,3,5,ROBLAR RD,STEINBECK RD,133,S,N
90241871,2016,20160810,9590,20160503,0235,018529,9590,2,7,1942,1,1,I-10 E/B,WASHINGTON BLVD.,1200,E,N
90241909,2016,20160810,9360,20160731,0215,018520,9360,7,9,4900,2,4,LAKEVILLE RD,SR-37,95,N,N
90241964,2016,20160810,9590,20160801,1830,018529,9590,1,7,1942,1,1,SR-110 N/B,TUNNEL 2,50,N,N
90242092,2016,20160810,9590,20160714,1910,018529,9590,4,7,1942,1,3,SR-2 E/B,SAN FERNANDO RD.,30,W,N
90243020,2016,20160811,9765,20160805,1130,013206,9765,5,6,5608,1,3,SR-126 W/B TO SR-118 S/B,SR-118,35,W,N
