CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,POPULATION,CNTY_CITY_LOC,BEAT_TYPE,CHP_BEAT_TYPE,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION
90262612,2016,20160907,9670,20160902,0830,015927,670,5,5,3003,1,1,I-5 N/B,WESTERN AVE,1056,S,N
90262675,2016,20160907,9765,20160906,0755,013206,9765,2,6,5608,1,3,SR-126 W/B,WELLS ROAD,2112,E,N
90262975,2016,20160907,9266,20160902,0245,018751,9266,5,9,3900,3,5,MOSSDALE RD.,STEWART RD.,2112,S,N
90263216,2016,20160907,9360,20160830,0920,013440,9360,2,9,4900,2,4,RIVER RD.,FULTON RD,1056,E,N
90263409,2016,20160907,9250,20160831,1415,017796,9250,3,9,3400,2,4,WATT AVE,EL CAMINO AVE,15,N,N
90263411,2016,20160907,9250,20160831,1550,017796,9250,3,9,3400,2,4,FULTON AVE. N/B,ARDEN WAY,85,S,N
90263549,2016,20160908,9840,20160901,1000,014916,9840,4,4,3312,1,1,I-215 S/B,D ST.,1584,N,N
90263554,2016,20160908,9670,20160907,1016,015927,670,3,6,3009,1,3,SR-22 E/B,HARBOR BLVD,2112,W,N
90263566,2016,20160908,9670,20160907,1000,019690,`,3,6,3009,1,3,SR-22 E/B,HARBOR BLVD,670,E,N
90263958,2016,20160908,9765,20160905,1835,020906,9765,1,9,5600,3,5,EL ROBLAR AVE,SR-33,880,E,N
90263960,2016,20160908,9250,20160831,1735,017796,9250,3,9,3400,2,4,MARCONI AVE,DARWIN ST,15,E,N
90264041,2016,20160908,9590,20160829,0645,017877,9590,1,7,1942,1,1,I-110 N/B (HARBOR FREEWAY),1ST ST,100,N,N
90264173,2016,20160908,9220,20160828,1430,012546,9220,7,9,3100,2,4,AUBURN FOLSOM RD,CRIPPLE CREEK LN,400,S,N
90264232,2016,20160908,9360,20160831,0735,013440,9360,3,9,4900,2,4,RIVER RD,ODD FELLOWS PARK RD,1056,W,N
90264285,2016,20160908,9620,20160905,1430,018535,9620,1,9,1300,1,1,I-8 E/B,SR-186,1584,W,N
90264348,2016,20160908,9535,20160817,1710,013989,9535,3,9,1900,1,3,SR-164 (ROSEMEAD BLVD) S/B,SR-60 (POMONA FREEWAY) W/B,400,N,N
90264354,2016,20160908,9535,20160817,1750,013989,9535,3,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,GREENWOOD AVE,1000,E,N
90264701,2016,20160909,9266,20160903,0210,018751,9266,6,9,3900,1,1,I-205 E/B,11TH ST,2400,W,N
90264756,2016,20160909,9565,20160906,0930,021267,9565,2,9,1900,1,1,I-105 W/B (GLENN ANDERSON),WILTON PLACE,50,E,N
90264880,2016,20160909,9135,20160904,1655,012142,9135,7,9,4500,1,3,STATE ROUTE 299,LONG ST.,90,W,N
90264969,2016,20160909,9135,20160904,2310,012142,9135,7,9,1800,1,3,STATE ROUTE 299,SUSANVILLE RD(CO RD A-2),3960,W,N
90265464,2016,20160912,9365,20160826,1135,016970,9365,5,6,4807,1,1,I-80 E/B,I-780,300,E,N
90265803,2016,20160912,9220,20160910,2500,012546,9220,6,9,3100,3,5,MCCOURTNEY RD,RIOSA RD,10,S,N
90266186,2016,20160913,9535,20160902,2050,014473,9535,5,9,1900,1,1,I-10 (SAN BERNARDINO FREEWAY) W/B,CAMPUS RD,70,E,N
90266202,2016,20160913,9590,20160912,1820,018529,9590,1,7,1942,1,1,I-10 W/B (SANTA MONICA FREEWAY),HOOPER AVE,400,E,N
90266374,2016,20160913,9535,20160819,1625,013989,9535,5,9,1900,1,3,SR-164 (ROSEMEAD BLVD) S/B,SR-60 (POMONA FWY),500,N,N
90266425,2016,20160913,9535,20160825,1930,013989,9535,4,9,1900,1,1,I-605 (SAN GABRIEL RIVER FWY) S/B,GOLF COURSE PUC,2000,N,N
90266576,2016,20160913,9535,20160902,1555,014473,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,MARIANNA AVE PEDESTRIAN,250,W,N
90266582,2016,20160913,9266,20160908,2343,018751,9266,4,9,3900,1,1,I-205 E/B,HOLLY DR,295,W,N
90266655,2016,20160913,9535,20160906,1450,014473,9535,2,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,EASTERN AVE O/C.,50,E,N
90266846,2016,20160913,9525,20160905,1345,021417,9525,1,5,1906,1,1,I-10 W/B (SAN BERNARDINO FREEWAY),FRAZIER ST.,1000,E,N
90267119,2016,20160913,9535,20160902,1520,014473,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,3RD ST ON RAMP O/C,50,E,N
90267258,2016,20160914,9535,20160826,1605,013989,9535,5,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,GARFIELD AVE,500,E,N
90267624,2016,20160914,9135,20160913,1255,012978,9135,2,5,4502,1,1,I-5 N/B CYPRESS AVE OFF RAMP,CYPRESS AVE,300,N,N
90267791,2016,20160914,9670,20160908,1330,015927,670,4,6,3009,1,3,SR-22,VALLEY VIEW ST,30,E,N
90267955,2016,20160915,9535,20160831,1815,014473,9535,3,9,1900,1,3,SR-60 W/B TO INDIANA ST OFF RAMP,INDIANA ST,32,E,N
90268032,2016,20160915,9540,20160913,2335,016362,145,2,6,1985,1,3,SR-14  NORTHBOUND,GOLDEN VALLEY RD,3168,S,N
90268059,2016,20160915,9535,20160830,1518,013989,9635,2,9,1900,1,3,I-605 N/B TO I-10 EB TRANSITION ROAD,I-605 N/B,600,E,N
90268105,2016,20160915,9360,20160914,0925,011932,9360,3,9,4900,3,5,TODD RD O/C,US-101 N/B,324,E,N
90268488,2016,20160915,9855,20160907,1825,021048,9855,3,6,3607,1,3,SR-60 W/B (POMONA FWY),EUCLID AVE.,2227,W,N
90268556,2016,20160915,9670,20160915,0650,015927,670,4,7,3001,1,3,SR-91 E/B,EUCLID STREET,1056,E,N
90268643,2016,20160915,9135,20160914,0710,012142,9135,3,9,4500,3,5,MCARTHUR ROAD,GLENBURN RD,1056,S,N
90268795,2016,20160915,9360,20160912,0800,011932,9360,1,9,4900,2,4,STONY POINT RD,MADRONE AVE,519,N,N
90268939,2016,20160916,9525,20160909,0525,021417,9525,5,6,1955,1,1,I-10 W/B (SAN BERNARDINO FREEWAY),TOWNE AVE,800,E,N
90269116,2016,20160916,9135,20160913,1710,012142,9135,2,9,4500,1,3,STATE ROUTE 299,SIERRA CENTER DR,1584,E,N
90269183,2016,20160916,9645,20160808,1600,020867,SAN D,1,7,3711,1,1,I-15 SB,CAMP ELLIOT RD.,200,S,N
90269507,2016,20160916,9855,20160914,1715,021048,9855,3,6,3607,1,1,I-10 E/B (SAN BERNARDINO FWY),VINEYARD AVE.,654,W,N
90269719,2016,20160919,9590,20160831,2125,018529,9590,3,7,1942,1,1,I-10 E/B TO I-110 S/B,I-110,300,W,N
90270640,2016,20160919,9535,20160906,1800,014473,9535,2,9,1900,1,3,SR-60 W/B TRANS TO I-710 S/B,I-710 FREEWAY,75,W,N
90270695,2016,20160919,9535,20160906,1540,013989,9535,2,5,1948,1,3,SR-60 (POMONA FREEWAY) E/B,GREENWOOD AVE,100,E,N
90270791,2016,20160919,9535,20160830,1530,013989,9535,2,5,1947,1,3,SR-60 (POMONA FREEWAY) E/B,WILCOX AVE,500,E,N
90270834,2016,20160919,9535,20160902,1500,013989,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,SAN GABRIEL BLVD,1600,W,N
90270934,2016,20160919,9535,20160902,2010,013989,9535,5,9,1900,1,1,I-605 N/B (SAN GABRIEL RIVER FWY),VALLEY BLVD,2000,N,N
90271044,2016,20160920,9266,20160911,0350,019012,9266,7,9,3900,1,3,SR-4 E/B,MIDDLE RIVER BRIDGE,4224,W,N
90271241,2016,20160920,9365,20160911,1140,016970,9365,7,5,4806,1,1,I-80 E/B,ALAMO DRIVE,300,E,N
90271247,2016,20160920,9735,20160918,1925,019503,9735,7,9,2700,1,2,US 101 S/B,ARROYO SECO RD,5808,S,N
90271444,2016,20160920,9540,20160912,2030,016362,146,1,6,1985,1,3,SR-14 NB ANTELOPE VALLEY FREEWAY,GOLDEN VALLEY RD,1320,S,N
90271507,2016,20160920,9670,20160917,2320,015927,670,6,9,3000,3,5,PACIFIC AVE. (9300 BLOCK),DESSER LANE,179,W,N
90271779,2016,20160920,9220,20160913,1135,012546,9220,2,9,3100,2,4,WALERGA RD,FARRIER WAY,1056,N,N
90272049,2016,20160920,9265,20160831,0955,018590,503,3,6,3905,1,1,I-5 N/B,8TH ST,1056,N,N
90272604,2016,20160921,9535,20160916,1430,014473,9535,5,9,1900,1,3,SR-60 (POMONA FREEWAY) E/B,3RD ST ON RAMP O/C,100,W,N
90272751,2016,20160921,9535,20160906,2000,013989,9535,2,9,1900,1,1,I-605 N/B (SAN GABRIEL RIVER FWY),VALLEY BLVD,1200,N,N
90272764,2016,20160921,9535,20160907,1900,014473,9535,3,5,1901,1,1,1-10 E/B FROM GARFIELD AVE. N/B,GARFIELD AVE U/C,80,E,N
90272982,2016,20160921,9670,20160920,0925,015927,670,2,5,3024,1,1,I-405 N/B,WESTMINSTER AVE,2640,S,N
90273126,2016,20160921,9360,20160912,0820,013440,9360,1,9,4900,1,2,US 101 (SOUNTHBOUND),RIVER RD.,1056,N,N
90273137,2016,20160921,9360,20160915,0840,011932,9360,4,9,4900,2,4,STONY POINT RD,JEWETT RD,2112,S,N
90273249,2016,20160922,9590,20160511,1655,018529,9590,3,7,1942,1,1,SR-60 W/B (POMONA FREEWAY),EUCLID AVE.,500,E,N
90273270,2016,20160922,9535,20160909,1915,014473,9535,5,6,1922,1,1,I-10 (SAN BERNARDINO FREEWAY) E/B,SAN GABRIEL RVR,100,W,N
90273578,2016,20160922,9360,20160823,0820,013440,9360,2,9,4900,2,4,OCCIDENTAL ROAD,JONIVE ROAD,742,E,N
90273836,2016,20160922,9670,20160918,0555,015927,670,7,7,3001,1,1,I-5 S/B,HARBOR BLVD.,200,N,N
90273989,2016,20160922,9360,20160915,0800,013440,9360,4,9,4900,2,4,STONY POINT RD,OLGA CT.,225,N,N
90274041,2016,20160922,9670,20160921,0915,015927,670,3,6,3009,1,3,SR-22 W/B,SPRINGDALE ST,1584,W,N
